LAM,ESEA,WAS,WSEA,OCE,MSEA,AF,EAS,untypeable,set
0.777919865924208,0.890478242320605,0.950975633813311,0.897481065132795,0.899144503004768,0.855445922357015,0.799214494267818,0.671647677167196,0,228107_213179_213148_39967_213309
0.96518734370199,0.95846169127568,0.930631751989232,0.902119441143551,0.963147682894544,0.818215680276309,0.845742969303044,0.471600134131106,0,228107_213179_213148_39967_213309_91113_213507_213300_58712
0.994840549964758,0.96586537928151,0.974736770966862,0.938257609449775,0.947969890159628,0.799871961288577,0.899765197872902,0.555131205132474,0,228107_213179_213148_39967_213309_91113_213507_213300_58712_213169_40003_58692_137952_134855
0.989745424857681,0.962341855122352,0.974736770966862,0.915672708274175,0.960192497581379,0.804656256859045,0.922871484651522,0.538212359650537,0,228107_213179_213148_39967_213309_91113_213507_213300_58712_213169_40003_58692_137952_134855_228502_213101_172008
0.969980927914614,0.962341855122352,0.974736770966862,0.915672708274175,0.960192497581379,0.842542327911227,0.922871484651522,0.538212359650537,0,228107_213179_213148_39967_213309_91113_213507_213300_58712_213169_40003_58692_137952_134855_228502_213101_172008_228521
0.979742618268952,0.962341855122352,0.983391243853081,0.915672708274175,0.969367593217894,0.852790755681398,0.857963578871912,0.704876858316694,0,228107_213179_213148_39967_213309_91113_213507_213300_58712_213169_40003_58692_137952_134855_228502_213101_172008_228521_109747_58717_47157
0.979742618268952,0.958697694216309,0.983391243853081,0.915672708274175,0.975488898303246,0.874347361137321,0.857963578871912,0.743476150938074,0,228107_213179_213148_39967_213309_91113_213507_213300_58712_213169_40003_58692_137952_134855_228502_213101_172008_228521_109747_58717_47157_110396
0.979742618268952,0.958697694216309,0.983391243853081,0.924731590360168,0.978551061349568,0.885698102368832,0.857963578871912,0.743476150938074,0,228107_213179_213148_39967_213309_91113_213507_213300_58712_213169_40003_58692_137952_134855_228502_213101_172008_228521_109747_58717_47157_110396_25697
0.994840549964758,0.951495840356772,0.983391243853081,0.938195279956471,0.987744139654506,0.899477888909857,0.922871484651522,0.743476150938074,0,228107_213179_213148_39967_213309_91113_213507_213300_58712_213169_40003_58692_137952_134855_228502_213101_172008_228521_109747_58717_47157_110396_25697_39971_195481
0.994840549964758,0.951495840356772,0.983391243853081,0.938195279956471,0.981614292317552,0.877375991611019,0.922871484651522,0.743476150938074,0,228107_213179_213148_39967_213309_91113_213507_213300_58712_213169_40003_58692_137952_134855_228502_213101_172008_228521_109747_58717_47157_110396_25697_39971_195481_62189
0.994840549964758,0.951495840356772,0.983391243853081,0.938195279956471,0.984713231398813,0.891195623181061,0.922871484651522,0.743476150938074,0,228107_213179_213148_39967_213309_91113_213507_213300_58712_213169_40003_58692_137952_134855_228502_213101_172008_228521_109747_58717_47157_110396_25697_39971_195481_62189_109164
0.994840549964758,0.951495840356772,0.983391243853081,0.933721952523282,0.984713231398813,0.877375991611019,0.922871484651522,0.743476150938074,0,228107_213179_213148_39967_213309_91113_213507_213300_58712_213169_40003_58692_137952_134855_228502_213101_172008_228521_109747_58717_47157_110396_25697_39971_195481_62189_109164_209745
0.994840549964758,0.958984981416982,0.983391243853081,0.933721952523282,0.984713231398813,0.915522270815979,0.922871484651522,0.789074482569799,0,228107_213179_213148_39967_213309_91113_213507_213300_58712_213169_40003_58692_137952_134855_228502_213101_172008_228521_109747_58717_47157_110396_25697_39971_195481_62189_109164_209745_116762
1,0.955082496078557,0.983391243853081,0.929295905370611,0.978551061349568,0.891195623181061,0.936534838390721,0.789074482569799,0,228107_213179_213148_39967_213309_91113_213507_213300_58712_213169_40003_58692_137952_134855_228502_213101_172008_228521_109747_58717_47157_110396_25697_39971_195481_62189_109164_209745_116762_215182_161095_83049
1,0.958984981416982,0.983391243853081,0.929295905370611,0.978551061349568,0.877375991611019,0.936534838390721,0.789074482569799,0,228107_213179_213148_39967_213309_91113_213507_213300_58712_213169_40003_58692_137952_134855_228502_213101_172008_228521_109747_58717_47157_110396_25697_39971_195481_62189_109164_209745_116762_215182_161095_83049_62192_168077
1,0.951495840356772,0.983391243853081,0.933806568834827,0.981659506007597,0.904851724251153,0.948580989767681,0.844089157575997,0,228107_213179_213148_39967_213309_91113_213507_213300_58712_213169_40003_58692_137952_134855_228502_213101_172008_228521_109747_58717_47157_110396_25697_39971_195481_62189_109164_209745_116762_215182_161095_83049_62192_168077_213189_59206_151767_171151
1,0.951864396460652,0.983391243853081,0.933721952523282,0.981659506007597,0.904851724251153,0.948580989767681,0.844089157575997,0,228107_213179_213148_39967_213309_91113_213507_213300_58712_213169_40003_58692_137952_134855_228502_213101_172008_228521_109747_58717_47157_110396_25697_39971_195481_62189_109164_209745_116762_215182_161095_83049_62192_168077_213189_59206_151767_171151_213164
1,0.951864396460652,0.983391243853081,0.933721952523282,0.981659506007597,0.904851724251153,0.948580989767681,0.844089157575997,0,228107_213179_213148_39967_213309_91113_213507_213300_58712_213169_40003_58692_137952_134855_228502_213101_172008_228521_109747_58717_47157_110396_25697_39971_195481_62189_109164_209745_116762_215182_161095_83049_62192_168077_213189_59206_151767_171151_213164_83975
1,0.945347428117506,0.983391243853081,0.933715588669285,0.99388148649514,0.936534838390721,0.948580989767681,0.912295892312411,0,228107_213179_213148_39967_213309_91113_213507_213300_58712_213169_40003_58692_137952_134855_228502_213101_172008_228521_109747_58717_47157_110396_25697_39971_195481_62189_109164_209745_116762_215182_161095_83049_62192_168077_213189_59206_151767_171151_213164_83975_25684_213069_211286
1,0.948801001089526,0.983391243853081,0.933715588669285,0.990810846394147,0.936534838390721,0.948580989767681,0.912295892312411,0,228107_213179_213148_39967_213309_91113_213507_213300_58712_213169_40003_58692_137952_134855_228502_213101_172008_228521_109747_58717_47157_110396_25697_39971_195481_62189_109164_209745_116762_215182_161095_83049_62192_168077_213189_59206_151767_171151_213164_83975_25684_213069_211286_25680
